,UMAP1,UMAP2
2016-10-24,1.9704808,-10.618948
2016-10-25,1.9953839,-10.595811
2016-10-26,1.9745524,-10.623022
2016-10-27,1.9601071,-10.631733
2016-10-28,1.8507595,-10.730097
2016-10-31,1.9527855,-10.601183
2016-11-01,1.9750239,-10.658517
2016-11-02,2.3829672,-10.263768
2016-11-03,2.4635196,-10.271977
2016-11-04,2.5388546,-10.24436
2016-11-07,2.899954,-10.326039
2016-11-08,3.0305212,-10.273381
2016-11-09,2.2122908,-10.143252
2016-11-10,2.1559882,-10.224861
2016-11-11,3.1309366,-10.285016
2016-11-14,3.1042888,-10.249649
2016-11-15,3.1075876,-10.268083
2016-11-16,3.075578,-10.079802
2016-11-17,3.0630593,-10.109409
2016-11-18,3.0637243,-10.130889
2016-11-21,3.0765908,-10.088551
2016-11-22,3.0613704,-10.107959
2016-11-23,3.0291295,-10.034953
2016-11-25,3.0207033,-10.051861
2016-11-28,3.0088818,-9.995442
2016-11-29,3.026233,-9.973061
2016-11-30,3.0075328,-9.958638
2016-12-01,3.1252186,-10.015172
2016-12-02,3.067834,-10.163775
2016-12-05,3.0848663,-10.174718
2016-12-06,2.9607174,-9.920734
2016-12-07,2.9238899,-9.918289
2016-12-08,2.9207966,-9.893318
2016-12-09,3.149025,-9.959172
2016-12-12,3.0314066,-9.873946
2016-12-13,2.6046994,-9.773144
2016-12-14,2.568872,-9.723797
2016-12-15,2.6976418,-9.799427
2016-12-16,2.6881008,-9.777345
2016-12-19,2.7096188,-9.759654
2016-12-20,2.712536,-9.756358
2016-12-21,2.755215,-9.772028
2016-12-22,2.8125324,-9.832532
2016-12-23,2.779126,-9.812839
2016-12-27,2.7855015,-9.824481
2016-12-28,2.8376334,-9.834032
2016-12-29,2.821848,-9.855908
2016-12-30,2.879686,-9.861616
2017-01-03,2.8585503,-9.867279
2017-01-04,2.8563612,-9.864066
2017-01-05,2.821932,-9.8471
2017-01-06,2.8826041,-9.8858595
2017-01-09,2.8657458,-9.838961
2017-01-10,2.9067962,-9.860902
2017-01-11,3.597228,-8.973115
2017-01-12,3.6127143,-8.989144
2017-01-13,3.7452471,-9.023157
2017-01-17,3.7131574,-9.070495
2017-01-18,3.765197,-9.041833
2017-01-19,3.7669063,-9.036228
2017-01-20,3.751311,-9.021886
2017-01-23,3.7822356,-9.046602
2017-01-24,3.66081,-9.13723
2017-01-25,3.611086,-9.187734
2017-01-26,3.5774639,-9.246066
2017-01-27,3.6068032,-9.201182
2017-01-30,3.6027386,-9.176468
2017-01-31,3.6254563,-9.177468
2017-02-01,3.6564658,-9.141154
2017-02-02,3.621727,-9.187264
2017-02-03,3.5277128,-9.331308
2017-02-06,3.5376472,-9.358648
2017-02-07,3.4865422,-9.476553
2017-02-08,3.497687,-9.473303
2017-02-09,3.49077,-9.644197
2017-02-10,3.535591,-9.938513
2017-02-13,3.584814,-9.959394
2017-02-14,3.4339807,-9.885481
2017-02-15,3.343959,-9.932545
2017-02-16,3.425633,-9.968658
2017-02-17,3.5200775,-9.970234
2017-02-21,3.5406423,-9.939844
2017-02-22,3.5302572,-9.945626
2017-02-23,3.672814,-9.880221
2017-02-24,3.8679397,-9.549486
2017-02-27,3.9792666,-9.281988
2017-02-28,3.9864924,-9.211554
2017-03-01,4.008675,-9.259234
2017-03-02,4.0076165,-9.246262
2017-03-03,4.000264,-9.249996
2017-03-06,3.997484,-9.205855
2017-03-07,4.0778427,-9.093103
2017-03-08,4.061358,-9.048024
2017-03-09,4.053488,-9.045003
2017-03-10,4.094701,-9.017456
2017-03-13,4.067447,-8.98653
2017-03-14,4.056346,-8.987037
2017-03-15,4.0741673,-8.97412
2017-03-16,4.0974183,-8.96336
2017-03-17,4.072725,-8.978681
2017-03-20,4.071378,-8.981395
2017-03-21,4.068326,-8.9637375
2017-03-22,4.0245333,-8.979532
2017-03-23,4.0668473,-8.9885845
2017-03-24,3.9920688,-8.976649
2017-03-27,3.9335854,-8.983809
2017-03-28,3.8524332,-9.018813
2017-03-29,3.7139833,-8.976155
2017-03-30,3.7384555,-8.946053
2017-03-31,3.681082,-8.968737
2017-04-03,3.7408595,-8.943298
2017-04-04,3.707775,-8.983255
2017-04-05,3.6801093,-8.927996
2017-04-06,3.742831,-8.99689
2017-04-07,3.7676299,-9.035969
2017-04-10,3.5841742,-9.190831
2017-04-11,3.433279,-9.4861
2017-04-12,3.110265,-10.104766
2017-04-13,3.1383271,-10.167476
2017-04-17,3.0729575,-10.164088
2017-04-18,3.0424294,-10.153688
2017-04-19,3.0605192,-10.28485
2017-04-20,3.0547097,-10.346369
2017-04-21,3.0995774,-10.340892
2017-04-24,3.1119838,-10.281788
2017-04-25,3.1276941,-10.318533
2017-04-26,3.1362684,-10.314276
2017-04-27,3.1508822,-10.3253
2017-04-28,3.797638,-10.355077
2017-05-01,3.8102765,-10.357104
2017-05-02,3.7770383,-10.361043
2017-05-03,3.8313143,-10.316994
2017-05-04,3.854244,-10.286395
2017-05-05,3.8504107,-10.284141
2017-05-08,3.84303,-10.305518
2017-05-09,3.8891633,-10.27384
2017-05-10,3.891594,-10.345293
2017-05-11,3.8532023,-10.289511
2017-05-12,3.8662694,-10.289488
2017-05-15,3.8433642,-10.283086
2017-05-16,3.8446271,-10.267777
2017-05-17,3.9134016,-10.366014
2017-05-18,3.9001877,-10.352478
2017-05-19,3.9041839,-10.345811
2017-05-22,3.8977644,-10.337135
2017-05-23,3.9428082,-10.346711
2017-05-24,3.9869153,-10.388153
2017-05-25,7.0798526,-11.564589
2017-05-26,7.0631647,-11.555295
2017-05-30,7.0326357,-11.536897
2017-05-31,7.0484915,-11.559469
2017-06-01,7.0341454,-11.539506
2017-06-02,7.052371,-11.551559
2017-06-05,7.040155,-11.546557
2017-06-06,7.042235,-11.550247
2017-06-07,7.030147,-11.541251
2017-06-08,7.042041,-11.550409
2017-06-09,7.2675157,-11.615794
2017-06-12,7.4906297,-11.676841
2017-06-13,7.5343423,-11.688889
2017-06-14,7.542586,-11.6944065
2017-06-15,7.5308447,-11.688024
2017-06-16,7.530613,-11.677441
2017-06-19,7.5784664,-11.661684
2017-06-20,7.585841,-11.660299
2017-06-21,7.498837,-11.638638
2017-06-22,7.5106077,-11.645434
2017-06-23,7.5914755,-11.660769
2017-06-26,7.6554337,-11.665883
2017-06-27,7.8771996,-11.684897
2017-06-28,8.208799,-11.673005
2017-06-29,8.190634,-11.641376
2017-06-30,8.1566105,-11.643339
2017-07-03,8.199909,-11.620173
2017-07-05,8.129907,-11.614119
2017-07-06,8.118401,-11.604549
2017-07-07,8.073663,-11.566368
2017-07-10,8.127893,-11.624534
2017-07-11,8.056308,-11.574734
2017-07-12,8.043335,-11.585337
2017-07-13,8.052228,-11.585745
2017-07-14,8.062645,-11.596337
2017-07-17,8.035602,-11.551448
2017-07-18,8.0875435,-11.617624
2017-07-19,7.7760015,-11.843391
2017-07-20,7.7823615,-11.875729
2017-07-21,7.7773886,-11.864959
2017-07-24,7.747711,-11.869432
2017-07-25,7.745897,-11.872119
2017-07-26,7.735812,-11.884232
2017-07-27,7.704644,-11.855564
2017-07-28,7.703165,-11.864858
2017-07-31,7.7290916,-11.871118
2017-08-01,7.7330327,-11.894108
2017-08-02,7.8246098,-11.906122
2017-08-03,7.815921,-11.860464
2017-08-04,8.197627,-11.792402
2017-08-07,8.214444,-11.751972
2017-08-08,8.272678,-11.786413
2017-08-09,8.220951,-11.760396
2017-08-10,8.23019,-11.758896
2017-08-11,8.25022,-11.745321
2017-08-14,8.335676,-11.714975
2017-08-15,8.288764,-11.746016
2017-08-16,8.345665,-11.700783
2017-08-17,8.296561,-11.719601
2017-08-18,8.303187,-11.734318
2017-08-21,8.395254,-11.743718
2017-08-22,8.375529,-11.720523
2017-08-23,8.340682,-11.706504
2017-08-24,8.341856,-11.709471
2017-08-25,8.365731,-11.718258
2017-08-28,8.360711,-11.7196
2017-08-29,8.356909,-11.720582
2017-08-30,8.35574,-11.722334
2017-08-31,8.369484,-11.734256
2017-09-01,8.379501,-11.7116785
2017-09-05,8.388273,-11.678475
2017-09-06,8.360356,-11.679385
2017-09-07,8.680983,-11.646121
2017-09-08,8.652377,-11.644405
2017-09-11,8.711543,-11.632936
2017-09-12,8.821819,-11.613048
2017-09-13,9.037311,-11.557975
2017-09-14,9.054799,-11.555517
2017-09-15,9.396883,-11.484451
2017-09-18,9.549315,-11.4540825
2017-09-19,9.547375,-11.451433
2017-09-20,9.570714,-11.447367
2017-09-21,9.527577,-11.478926
2017-09-22,9.5923,-11.44465
2017-09-25,9.639177,-11.42716
2017-09-26,9.624651,-11.431199
2017-09-27,9.662909,-11.434846
2017-09-28,10.469986,-10.892018
2017-09-29,10.4259815,-10.950305
2017-10-02,10.479141,-10.89984
2017-10-03,10.506535,-10.930189
2017-10-04,10.507576,-10.895741
2017-10-05,10.564823,-10.835389
2017-10-06,10.551905,-10.835579
2017-10-09,10.564651,-10.818062
2017-10-10,10.553449,-10.840226
2017-10-11,10.546938,-10.834567
2017-10-12,10.565488,-10.825079
2017-10-13,10.552432,-10.830607
2017-10-16,10.572763,-10.813115
2017-10-17,10.634028,-10.732068
2017-10-18,10.628537,-10.77979
2017-10-19,10.606701,-10.805783
2017-10-20,10.626202,-10.795144
2017-10-23,10.597949,-10.80713
2017-10-24,10.660401,-10.756459
2017-10-25,10.678325,-10.715702
2017-10-26,10.640259,-10.769039
2017-10-27,10.606807,-11.154204
2017-10-30,10.6091585,-11.174591
2017-10-31,10.5877905,-11.229179
2017-11-01,10.593718,-11.301419
2017-11-02,10.536694,-11.406823
2017-11-03,10.553951,-11.426643
2017-11-06,10.562678,-11.447055
2017-11-07,10.557095,-11.44494
2017-11-08,10.567777,-11.557528
2017-11-09,10.5521345,-11.514438
2017-11-10,10.538706,-11.549133
2017-11-13,10.568788,-11.556405
2017-11-14,10.584158,-11.597198
2017-11-15,10.580674,-11.565014
2017-11-16,10.574269,-11.568908
2017-11-17,10.563797,-11.574272
2017-11-20,10.582503,-11.584572
2017-11-21,10.595371,-11.552521
2017-11-22,10.586402,-11.544536
2017-11-24,10.571524,-11.551201
2017-11-27,10.618845,-11.535641
2017-11-28,10.722574,-11.481573
2017-11-29,10.974547,-11.363803
2017-11-30,11.042963,-11.312597
2017-12-01,11.081389,-11.282596
2017-12-04,11.103105,-11.250943
2017-12-05,11.15557,-11.20535
2017-12-06,11.1527815,-11.207221
2017-12-07,11.169515,-11.189486
2017-12-08,11.17642,-11.115006
2017-12-11,11.163524,-11.14715
2017-12-12,11.202417,-11.126362
2017-12-13,11.219165,-11.044354
2017-12-14,11.203092,-11.040777
2017-12-15,11.258932,-10.984573
2017-12-18,11.231492,-11.04775
2017-12-19,11.169661,-11.128539
2017-12-20,11.264701,-10.99537
2017-12-21,11.206052,-10.996647
2017-12-22,11.212138,-11.029222
2017-12-26,11.210602,-11.018588
2017-12-27,11.209376,-11.020792
2017-12-28,11.259764,-11.038462
2017-12-29,11.297046,-11.076579
2018-01-02,11.298102,-11.149341
2018-01-03,11.319829,-11.072737
2018-01-04,11.310345,-11.112441
2018-01-05,11.337734,-11.133066
2018-01-08,11.29874,-11.135771
2018-01-09,11.328973,-11.103771
2018-01-10,11.362841,-11.126035
2018-01-11,11.13395,-11.239165
2018-01-12,11.144931,-11.257042
2018-01-16,11.092301,-11.300811
2018-01-17,11.099296,-11.305613
2018-01-18,11.041281,-11.280647
2018-01-19,11.004128,-11.326966
2018-01-22,11.052069,-11.301934
2018-01-23,11.013965,-11.249972
2018-01-24,10.949049,-11.312359
2018-01-25,11.005583,-11.282257
2018-01-26,10.983533,-11.247367
2018-01-29,10.976303,-11.209231
2018-01-30,10.903983,-10.891231
2018-01-31,11.059681,-10.96214
2018-02-01,11.082084,-10.951637
2018-02-02,11.041495,-10.871745
2018-02-05,11.284555,-9.146152
2018-02-06,11.307998,-9.067282
2018-02-07,11.327713,-9.039271
2018-02-08,11.415226,-8.8469095
2018-02-09,11.339689,-8.967125
2018-02-12,11.406394,-8.8501
2018-02-13,11.37571,-8.876348
2018-02-14,11.3952055,-8.843526
2018-02-15,11.396349,-8.853557
2018-02-16,11.4000435,-8.864265
2018-02-20,11.439623,-8.857742
2018-02-21,11.398454,-8.885422
2018-02-22,11.405133,-8.918896
2018-02-23,11.404231,-8.881037
2018-02-26,11.388598,-8.880782
2018-02-27,11.413955,-8.898304
2018-02-28,12.217201,-8.505773
2018-03-01,12.181332,-8.480853
2018-03-02,12.200094,-8.503814
2018-03-05,12.223994,-8.519988
2018-03-06,12.215557,-8.515497
2018-03-07,12.265362,-8.530131
2018-03-08,12.348131,-8.60144
2018-03-09,12.317056,-8.578534
2018-03-12,12.309833,-8.606846
2018-03-13,12.309339,-8.60678
2018-03-14,12.329772,-8.605326
2018-03-15,12.293239,-8.623533
2018-03-16,12.300924,-8.621605
2018-03-19,12.307076,-8.610864
2018-03-20,12.319622,-8.61536
2018-03-21,12.316115,-8.594257
2018-03-22,11.517036,-8.778208
2018-03-23,11.41599,-8.776752
2018-03-26,11.342792,-8.579367
2018-03-27,11.022978,-7.8611665
2018-03-28,11.118723,-7.8734183
2018-03-29,10.902956,-7.785729
2018-04-02,10.868908,-7.7870474
2018-04-03,10.876823,-7.8069477
2018-04-04,10.887587,-7.7964687
2018-04-05,10.875492,-7.8102756
2018-04-06,10.908858,-7.793555
2018-04-09,10.913252,-7.7941437
2018-04-10,10.906106,-7.792043
2018-04-11,10.900854,-7.7931333
2018-04-12,10.886443,-7.7854433
2018-04-13,10.87244,-7.808663
2018-04-16,10.883402,-7.790695
2018-04-17,10.883427,-7.7933187
2018-04-18,10.878104,-7.800575
2018-04-19,10.897675,-7.792948
2018-04-20,10.905974,-7.7751393
2018-04-23,10.934072,-7.78385
2018-04-24,10.905054,-7.7919602
2018-04-25,10.97611,-7.760814
2018-04-26,11.079549,-7.75819
2018-04-27,11.11171,-7.7627254
2018-04-30,11.164223,-7.7676253
2018-05-01,11.215942,-7.7611027
2018-05-02,11.273057,-7.805835
2018-05-03,11.275046,-7.7777762
2018-05-04,11.328055,-7.8223567
2018-05-07,11.582205,-7.7232976
2018-05-08,11.657896,-7.760192
2018-05-09,11.77666,-7.2441177
2018-05-10,11.78327,-7.323061
2018-05-11,11.767989,-7.3151884
2018-05-14,11.768677,-7.297579
2018-05-15,11.766575,-7.271462
2018-05-16,11.768269,-7.332067
2018-05-17,11.771648,-7.3179374
2018-05-18,11.794492,-7.355979
2018-05-21,11.772979,-7.379587
2018-05-22,11.783227,-7.367842
2018-05-23,11.8291,-7.191445
2018-05-24,11.818489,-7.168239
2018-05-25,11.804985,-7.49445
2018-05-29,11.717732,-7.804146
2018-05-30,11.722327,-7.873523
2018-05-31,11.74955,-7.9288564
2018-06-01,11.675828,-7.8926864
2018-06-04,11.696262,-7.906198
2018-06-05,11.711891,-7.9029975
2018-06-06,11.734963,-7.897081
2018-06-07,11.687295,-7.7959533
2018-06-08,11.705067,-7.904373
2018-06-11,11.695031,-7.879374
2018-06-12,11.70751,-7.8885493
2018-06-13,12.551989,-8.633604
2018-06-14,12.548857,-8.636262
2018-06-15,12.630177,-8.681209
2018-06-18,12.622914,-8.666619
2018-06-19,12.643084,-8.6791935
2018-06-20,12.702824,-8.709168
2018-06-21,12.7769575,-8.745829
2018-06-22,12.798216,-8.758787
2018-06-25,12.816044,-8.762929
2018-06-26,12.821774,-8.767628
2018-06-27,12.837441,-8.782249
2018-06-28,12.846228,-8.788903
2018-06-29,12.859762,-8.790154
2018-07-02,12.8498335,-8.786594
2018-07-03,12.851003,-8.800073
2018-07-05,12.850023,-8.790539
2018-07-06,12.8300905,-8.7738085
2018-07-09,12.830063,-8.770266
2018-07-10,12.851068,-8.78748
2018-07-11,12.825538,-8.770479
2018-07-12,12.821248,-8.767571
2018-07-13,12.1812525,-8.327485
2018-07-16,12.221027,-8.359396
2018-07-17,11.941698,-7.999082
2018-07-18,11.971457,-8.09706
2018-07-19,12.001889,-8.252019
2018-07-20,12.022771,-8.246837
2018-07-23,11.99742,-8.229891
2018-07-24,11.981021,-8.161552
2018-07-25,11.841448,-8.035781
2018-07-26,11.902355,-6.9808836
2018-07-27,12.053268,-6.6505527
2018-07-30,12.048258,-6.6289124
2018-07-31,12.092373,-6.539714
2018-08-01,12.072622,-6.567014
2018-08-02,12.071231,-6.5442276
2018-08-03,12.067535,-6.515315
2018-08-06,12.084935,-6.509913
2018-08-07,12.07664,-6.492397
2018-08-08,12.079787,-6.4884
2018-08-09,12.062867,-6.4504356
2018-08-10,12.069181,-6.4675813
2018-08-13,12.071049,-6.499551
2018-08-14,12.070307,-6.513022
2018-08-15,12.032552,-6.5143585
2018-08-16,11.986305,-6.5422993
2018-08-17,12.034967,-6.486707
2018-08-20,12.036725,-6.491868
2018-08-21,12.023876,-6.500428
2018-08-22,12.05994,-6.5053806
2018-08-23,12.052024,-6.5484114
2018-08-24,11.737051,-6.9042807
2018-08-27,11.694945,-6.880388
2018-08-28,11.767169,-6.981758
2018-08-29,11.754565,-6.961047
2018-08-30,11.789798,-6.9187236
2018-08-31,11.78078,-7.042112
2018-09-04,11.7350025,-7.0255175
2018-09-05,11.666787,-6.8301983
2018-09-06,11.682851,-6.9305086
2018-09-07,11.681573,-6.9490504
2018-09-10,11.691828,-6.894024
2018-09-11,11.674557,-6.8900223
2018-09-12,11.649019,-6.54332
2018-09-13,11.65866,-6.48511
2018-09-14,11.651224,-6.4564204
2018-09-17,11.660258,-6.420869
2018-09-18,11.648563,-6.4851503
2018-09-19,11.6658125,-6.4526415
2018-09-20,11.658791,-6.4621463
2018-09-21,11.652885,-6.4549565
2018-09-24,11.660173,-6.4121246
2018-09-25,11.69765,-6.431807
2018-09-26,11.703596,-6.4076467
2018-09-27,11.753388,-6.3767242
2018-09-28,11.716047,-6.1816115
2018-10-01,11.730664,-6.118794
2018-10-02,11.738365,-6.1175556
2018-10-03,11.753932,-6.141529
2018-10-04,11.754874,-6.1407094
2018-10-05,11.75521,-6.1324043
2018-10-08,11.75723,-6.1217866
2018-10-09,11.753373,-6.0839543
2018-10-10,11.624303,-5.817382
2018-10-11,11.63518,-5.8669596
2018-10-12,11.612574,-5.825068
2018-10-15,11.635283,-5.8587437
2018-10-16,11.619171,-5.7744327
2018-10-17,11.607975,-5.779125
2018-10-18,11.606208,-5.774013
2018-10-19,11.606649,-5.775222
2018-10-22,11.608318,-5.77307
2018-10-23,11.607099,-5.7696075
2018-10-24,11.566066,-5.606805
2018-10-25,11.219771,-1.7762625
2018-10-26,11.2058,-1.7066293
2018-10-29,11.2078905,-1.7046402
2018-10-30,11.209397,-1.6747081
2018-10-31,11.202024,-1.684526
2018-11-01,11.248472,-1.6945568
2018-11-02,11.2139845,-1.5940502
2018-11-05,11.273907,-1.557313
2018-11-06,11.299022,-1.5007325
2018-11-07,11.247509,-1.6647038
2018-11-08,11.208548,-1.7191327
2018-11-09,11.222476,-1.6408862
2018-11-12,11.216397,-1.620858
2018-11-13,11.198442,-1.6387222
2018-11-14,11.218976,-1.5676929
2018-11-15,11.171313,-1.4290429
2018-11-16,11.15494,-1.2697963
2018-11-19,11.14385,-1.2528116
2018-11-20,11.137435,-1.2524245
2018-11-21,11.087107,-1.2257166
2018-11-23,11.117492,-1.2649566
2018-11-26,11.10718,-1.2825252
2018-11-27,11.111371,-1.2642618
2018-11-28,11.08562,-1.2272673
2018-11-29,11.114558,-1.2541255
2018-11-30,11.096661,-1.2160493
2018-12-03,11.124122,-1.2697382
2018-12-04,11.344244,-0.74005574
2018-12-06,11.405476,-0.6771059
2018-12-07,11.543548,-0.50285333
2018-12-10,11.520924,-0.23398642
2018-12-11,11.496065,-0.23415856
2018-12-12,11.510929,-0.24340598
2018-12-13,11.522526,-0.23707867
2018-12-14,11.583247,-0.32189003
2018-12-17,11.731293,-0.5212578
2018-12-18,11.742428,-0.536457
2018-12-19,11.75351,-0.55470306
2018-12-20,11.818409,-0.6562911
2018-12-21,12.012166,-0.78966856
2018-12-24,12.143139,-0.7705313
2018-12-26,12.176052,-0.7356166
2018-12-27,12.160681,-0.7536379
2018-12-28,12.156779,-0.7651862
2018-12-31,12.166984,-0.7542483
2019-01-02,12.14131,-0.7579582
2019-01-03,12.170519,-0.75086355
2019-01-04,12.15764,-0.76208115
2019-01-07,12.143127,-0.7617305
2019-01-08,12.138807,-0.75628674
2019-01-09,12.163986,-0.79061264
2019-01-10,12.156712,-0.797326
2019-01-11,12.14686,-0.8023178
2019-01-14,12.191357,-0.7836345
2019-01-15,12.157629,-0.7999164
2019-01-16,12.128429,-0.8249419
2019-01-17,12.180544,-0.787477
2019-01-18,12.166042,-0.8112055
2019-01-22,12.082519,-0.8070007
2019-01-23,12.068809,-0.7802933
2019-01-24,11.513899,-0.1623551
2019-01-25,11.536546,-0.10395717
2019-01-28,11.6649685,0.09756362
2019-01-29,11.674617,0.10797903
2019-01-30,11.6881895,0.123986244
2019-01-31,11.706447,0.14673889
2019-02-01,11.698531,0.13016902
2019-02-04,11.653639,0.09185565
2019-02-05,11.623281,0.065087825
2019-02-06,11.633207,0.06143585
2019-02-07,11.692101,0.12191062
2019-02-08,11.682437,0.10875495
2019-02-11,11.678424,0.110851765
2019-02-12,11.678364,0.11081585
2019-02-13,11.7091055,0.144939
2019-02-14,11.714117,0.13825399
2019-02-15,11.693795,0.13380584
2019-02-19,11.696626,0.13521402
2019-02-20,11.722777,0.1362866
2019-02-21,11.636236,0.08407648
2019-02-22,11.547549,0.049875747
2019-02-25,11.5827875,0.018873876
2019-02-26,11.616314,0.023569169
2019-02-27,11.360077,-1.0083339
2019-02-28,11.333702,-1.0631504
2019-03-01,11.328429,-1.1015579
2019-03-04,11.301453,-1.1147125
2019-03-05,11.320873,-1.1049747
2019-03-06,11.348538,-1.0795228
2019-03-07,11.338548,-1.0978926
2019-03-08,11.329221,-1.1210475
2019-03-11,11.348444,-1.0874618
2019-03-12,11.335795,-1.0730517
2019-03-13,11.309853,-1.1073684
2019-03-14,11.204161,-1.2036498
2019-03-15,11.200065,-1.2051642
2019-03-18,11.156208,-1.3089534
2019-03-19,11.177999,-1.3658873
2019-03-20,11.211008,-1.2579103
2019-03-21,11.199827,-1.2298005
2019-03-22,11.339911,-0.99332637
2019-03-25,11.3609705,-0.9789535
2019-03-26,11.310209,-0.9500764
2019-03-27,11.343028,-0.98077273
2019-03-28,11.428195,-0.33285794
2019-03-29,11.426881,-0.30514902
2019-04-01,11.504229,-0.15090843
2019-04-02,11.54768,-0.127303
2019-04-03,11.531488,-0.10778578
2019-04-04,11.51829,-0.1212734
2019-04-05,11.502,-0.15629005
2019-04-08,11.475242,-0.1544821
2019-04-09,11.425422,-0.18867807
2019-04-10,11.407877,-0.16783176
2019-04-11,11.408987,-0.15421152
2019-04-12,11.34786,-0.24813098
2019-04-15,11.347252,-0.26739112
2019-04-16,11.351072,-0.25965393
2019-04-17,11.338247,-0.302694
2019-04-18,11.3510065,-0.2936147
2019-04-22,11.335817,-0.356174
2019-04-23,11.375563,-1.3161006
2019-04-24,11.380145,-1.3053156
2019-04-25,11.379061,-1.314053
2019-04-26,11.434856,-1.2158134
2019-04-29,11.369017,-1.3107963
2019-04-30,11.274924,-1.2421783
2019-05-01,8.375765,0.48516536
2019-05-02,8.363353,0.48470673
2019-05-03,8.425489,0.46322948
2019-05-06,8.41545,0.45576975
2019-05-07,8.617217,0.42079997
2019-05-08,8.619822,0.40972292
2019-05-09,8.605771,0.40839037
2019-05-10,8.589818,0.4088503
2019-05-13,8.712283,0.39057615
2019-05-14,8.677345,0.36999235
2019-05-15,8.6966715,0.37433326
2019-05-16,8.695416,0.3776617
2019-05-17,8.726704,0.3492438
2019-05-20,8.765576,0.35705835
2019-05-21,8.771306,0.34483054
2019-05-22,8.853361,0.34272668
2019-05-23,8.8432665,0.33111826
2019-05-24,8.847668,0.3327377
2019-05-28,8.822369,0.33950496
2019-05-29,8.798807,0.34766376
2019-05-30,8.769066,0.37527514
2019-05-31,10.252418,0.48645487
2019-06-03,10.31186,0.44313625
2019-06-04,11.072913,0.17966664
2019-06-05,11.071721,0.18304522
2019-06-06,11.230791,0.108753815
2019-06-07,11.230084,0.086318076
2019-06-10,11.242233,0.07320945
2019-06-11,11.223433,0.08023627
2019-06-12,11.279185,-0.011512401
2019-06-13,11.227954,-0.039734714
2019-06-14,11.249115,0.023645323
2019-06-17,11.269087,0.01653517
2019-06-18,11.284029,-0.007423558
2019-06-19,11.265254,0.02950863
2019-06-20,11.242468,-0.038982455
2019-06-21,11.107917,-0.15273686
2019-06-24,11.010806,-0.114602
2019-06-25,11.057081,-0.8376784
2019-06-26,10.985753,-0.8408813
2019-06-27,11.026154,-0.79964983
2019-06-28,10.675891,-0.7659246
2019-07-01,10.573761,-0.80130935
2019-07-02,10.5464115,-0.7674779
2019-07-03,10.507212,-0.756847
2019-07-05,10.510498,-0.7630956
2019-07-08,10.517466,-0.77706057
2019-07-09,10.550229,-0.7968307
2019-07-10,10.507877,-0.745519
2019-07-11,10.525796,-0.7707848
2019-07-12,10.523822,-0.7853239
2019-07-15,10.535083,-0.7604155
2019-07-16,10.522575,-0.7439832
2019-07-17,10.5423155,-0.74014175
2019-07-18,10.600498,-0.7180678
2019-07-19,10.571483,-0.7373181
2019-07-22,10.586345,-0.72544676
2019-07-23,10.553762,-0.7339716
2019-07-24,10.618728,-0.69599724
2019-07-25,10.721873,-0.6462013
2019-07-26,10.851994,-0.56981164
2019-07-29,10.837701,-0.5733544
2019-07-30,10.893381,-0.55108976
2019-07-31,10.398201,-0.61274266
2019-08-01,10.257994,-0.5128658
2019-08-02,10.268586,0.4346816
2019-08-05,10.289404,0.4687333
2019-08-06,10.25611,0.4618913
2019-08-07,10.2379675,0.46988946
2019-08-08,10.233088,0.49459285
2019-08-09,10.289634,0.34371442
2019-08-12,10.234427,0.3973754
2019-08-13,10.226011,0.39398748
2019-08-14,10.190012,0.4809547
2019-08-15,10.180937,0.41991007
2019-08-16,10.161768,0.50018525
2019-08-19,10.144005,0.61407316
2019-08-20,10.161667,0.6124046
2019-08-21,10.198858,0.5594631
2019-08-22,10.157763,0.6052909
2019-08-23,10.132626,0.6440399
2019-08-26,10.153528,0.6449453
2019-08-27,10.13613,0.6227667
2019-08-28,10.118409,0.63210386
2019-08-29,10.13612,0.7452659
2019-08-30,10.122483,0.77846295
2019-09-03,10.132181,0.7313837
2019-09-04,10.074328,0.7529746
2019-09-05,10.093773,0.7759909
2019-09-06,10.102358,0.7561035
2019-09-09,10.063622,0.75616395
2019-09-10,10.085628,0.76711243
2019-09-11,10.05201,0.7613335
2019-09-12,9.985143,0.75137466
2019-09-13,9.7421465,0.6966834
2019-09-16,9.66028,0.68950593
2019-09-17,9.598045,0.68388
2019-09-18,9.55917,0.67185014
2019-09-19,9.530721,0.66678107
2019-09-20,9.554092,0.6730575
2019-09-23,9.569721,0.6876791
2019-09-24,9.437146,0.6629016
2019-09-25,9.48713,0.66899323
2019-09-26,9.408796,0.67053336
2019-09-27,9.396859,0.6617007
2019-09-30,9.459271,0.6761201
2019-10-01,9.431332,0.63919586
2019-10-02,9.477451,0.64209783
2019-10-03,9.466,0.6224778
2019-10-04,9.401415,0.66138214
2019-10-07,9.425411,0.6616696
2019-10-08,9.452903,0.6322688
2019-10-09,9.449229,0.65257853
2019-10-10,9.4745035,0.6522108
2019-10-11,10.115296,0.68300956
2019-10-14,10.060806,0.6775385
2019-10-15,10.122056,0.7381585
2019-10-16,10.126203,0.7435226
2019-10-17,10.134247,0.756175
2019-10-18,10.15822,0.7729089
2019-10-21,10.143646,0.7858645
2019-10-22,10.147174,0.685272
2019-10-23,10.122062,0.74408126
2019-10-24,10.157482,0.7450162
2019-10-25,10.149448,0.77605355
2019-10-28,10.104816,0.76272964
