,regime
1970-01-01 00:00:01.326936600,1
1970-01-01 00:00:01.327023000,1
1970-01-01 00:00:01.327887000,1
1970-01-01 00:00:01.327973400,1
1970-01-01 00:00:01.328059800,1
1970-01-01 00:00:01.328146200,1
1970-01-01 00:00:01.328232600,1
1970-01-01 00:00:01.328491800,1
1970-01-01 00:00:01.328578200,1
1970-01-01 00:00:01.328664600,1
1970-01-01 00:00:01.328751000,1
1970-01-01 00:00:01.328837400,1
1970-01-01 00:00:01.329096600,1
1970-01-01 00:00:01.329183000,1
1970-01-01 00:00:01.329269400,1
1970-01-01 00:00:01.329355800,1
1970-01-01 00:00:01.329442200,1
1970-01-01 00:00:01.329701400,1
1970-01-01 00:00:01.329787800,1
1970-01-01 00:00:01.329874200,1
1970-01-01 00:00:01.329960600,1
1970-01-01 00:00:01.330047000,1
1970-01-01 00:00:01.330306200,1
1970-01-01 00:00:01.330392600,1
1970-01-01 00:00:01.330479000,1
1970-01-01 00:00:01.330565400,1
1970-01-01 00:00:01.330651800,1
1970-01-01 00:00:01.330911000,1
1970-01-01 00:00:01.330997400,1
1970-01-01 00:00:01.331083800,1
1970-01-01 00:00:01.331170200,1
1970-01-01 00:00:01.331256600,1
1970-01-01 00:00:01.331515800,1
1970-01-01 00:00:01.331602200,1
1970-01-01 00:00:01.331688600,1
1970-01-01 00:00:01.331775000,1
1970-01-01 00:00:01.331861400,1
1970-01-01 00:00:01.332120600,1
1970-01-01 00:00:01.332207000,1
1970-01-01 00:00:01.332293400,1
1970-01-01 00:00:01.332379800,1
1970-01-01 00:00:01.332466200,1
1970-01-01 00:00:01.332725400,1
1970-01-01 00:00:01.332811800,1
1970-01-01 00:00:01.332898200,1
1970-01-01 00:00:01.332984600,1
1970-01-01 00:00:01.333071000,1
1970-01-01 00:00:01.333589400,1
1970-01-01 00:00:01.333675800,1
1970-01-01 00:00:01.333935000,1
1970-01-01 00:00:01.334021400,1
1970-01-01 00:00:01.334107800,1
1970-01-01 00:00:01.334194200,1
1970-01-01 00:00:01.334280600,1
1970-01-01 00:00:01.334539800,1
1970-01-01 00:00:01.334626200,1
1970-01-01 00:00:01.334712600,1
1970-01-01 00:00:01.334799000,1
1970-01-01 00:00:01.334885400,1
1970-01-01 00:00:01.335144600,1
1970-01-01 00:00:01.335231000,1
1970-01-01 00:00:01.335317400,1
1970-01-01 00:00:01.335403800,1
1970-01-01 00:00:01.335490200,1
1970-01-01 00:00:01.335922200,1
1970-01-01 00:00:01.336008600,1
1970-01-01 00:00:01.336095000,1
1970-01-01 00:00:01.336354200,1
1970-01-01 00:00:01.336440600,1
1970-01-01 00:00:01.336527000,1
1970-01-01 00:00:01.336613400,1
1970-01-01 00:00:01.336699800,1
1970-01-01 00:00:01.336959000,1
1970-01-01 00:00:01.337045400,1
1970-01-01 00:00:01.337131800,1
1970-01-01 00:00:01.337218200,1
1970-01-01 00:00:01.337304600,1
1970-01-01 00:00:01.337563800,1
1970-01-01 00:00:01.337650200,1
1970-01-01 00:00:01.337736600,1
1970-01-01 00:00:01.337823000,1
1970-01-01 00:00:01.337909400,1
1970-01-01 00:00:01.338168600,1
1970-01-01 00:00:01.338255000,1
1970-01-01 00:00:01.338341400,1
1970-01-01 00:00:01.338427800,1
1970-01-01 00:00:01.338514200,1
1970-01-01 00:00:01.338773400,1
1970-01-01 00:00:01.338859800,1
1970-01-01 00:00:01.338946200,1
1970-01-01 00:00:01.339032600,1
1970-01-01 00:00:01.339119000,1
1970-01-01 00:00:01.339378200,1
1970-01-01 00:00:01.339464600,1
1970-01-01 00:00:01.339551000,1
1970-01-01 00:00:01.339637400,1
1970-01-01 00:00:01.339723800,1
1970-01-01 00:00:01.339983000,1
1970-01-01 00:00:01.340069400,1
1970-01-01 00:00:01.340155800,1
1970-01-01 00:00:01.340242200,1
1970-01-01 00:00:01.340587800,1
1970-01-01 00:00:01.340674200,1
1970-01-01 00:00:01.340760600,1
1970-01-01 00:00:01.340847000,1
1970-01-01 00:00:01.340933400,1
1970-01-01 00:00:01.341192600,1
1970-01-01 00:00:01.341279000,1
1970-01-01 00:00:01.341365400,1
1970-01-01 00:00:01.341451800,1
1970-01-01 00:00:01.341538200,1
1970-01-01 00:00:01.341797400,1
1970-01-01 00:00:01.341883800,1
1970-01-01 00:00:01.341970200,1
1970-01-01 00:00:01.342056600,1
1970-01-01 00:00:01.342143000,1
1970-01-01 00:00:01.342402200,1
1970-01-01 00:00:01.342488600,1
1970-01-01 00:00:01.342575000,1
1970-01-01 00:00:01.342661400,1
1970-01-01 00:00:01.342747800,1
1970-01-01 00:00:01.343007000,1
1970-01-01 00:00:01.343093400,1
1970-01-01 00:00:01.343179800,1
1970-01-01 00:00:01.343266200,1
1970-01-01 00:00:01.343352600,1
1970-01-01 00:00:01.343611800,1
1970-01-01 00:00:01.343698200,1
1970-01-01 00:00:01.343784600,1
1970-01-01 00:00:01.343871000,1
1970-01-01 00:00:01.343957400,1
1970-01-01 00:00:01.344216600,1
1970-01-01 00:00:01.344303000,1
1970-01-01 00:00:01.344389400,1
1970-01-01 00:00:01.344475800,1
1970-01-01 00:00:01.344562200,1
1970-01-01 00:00:01.344821400,1
1970-01-01 00:00:01.344907800,1
1970-01-01 00:00:01.344994200,1
1970-01-01 00:00:01.345080600,1
1970-01-01 00:00:01.345167000,1
1970-01-01 00:00:01.345426200,1
1970-01-01 00:00:01.345512600,1
1970-01-01 00:00:01.345599000,1
1970-01-01 00:00:01.345685400,1
1970-01-01 00:00:01.345771800,1
1970-01-01 00:00:01.346031000,1
1970-01-01 00:00:01.346117400,1
1970-01-01 00:00:01.346203800,1
1970-01-01 00:00:01.346290200,1
1970-01-01 00:00:01.346376600,1
1970-01-01 00:00:01.346635800,1
1970-01-01 00:00:01.346722200,1
1970-01-01 00:00:01.346808600,1
1970-01-01 00:00:01.346895000,1
1970-01-01 00:00:01.346981400,1
1970-01-01 00:00:01.347240600,1
1970-01-01 00:00:01.347327000,1
1970-01-01 00:00:01.347413400,1
1970-01-01 00:00:01.347499800,1
1970-01-01 00:00:01.347586200,1
1970-01-01 00:00:01.347845400,1
1970-01-01 00:00:01.347931800,1
1970-01-01 00:00:01.348018200,1
1970-01-01 00:00:01.348104600,1
1970-01-01 00:00:01.348191000,1
1970-01-01 00:00:01.348450200,1
1970-01-01 00:00:01.348536600,1
1970-01-01 00:00:01.348623000,1
1970-01-01 00:00:01.348709400,1
1970-01-01 00:00:01.348795800,1
1970-01-01 00:00:01.349659800,1
1970-01-01 00:00:01.349746200,1
1970-01-01 00:00:01.349832600,1
1970-01-01 00:00:01.349919000,1
1970-01-01 00:00:01.350005400,1
1970-01-01 00:00:01.350264600,1
1970-01-01 00:00:01.350351000,1
1970-01-01 00:00:01.350437400,1
1970-01-01 00:00:01.350523800,1
1970-01-01 00:00:01.350610200,1
1970-01-01 00:00:01.350869400,1
1970-01-01 00:00:01.350955800,1
1970-01-01 00:00:01.351042200,1
1970-01-01 00:00:01.351128600,1
1970-01-01 00:00:01.351215000,1
1970-01-01 00:00:01.351474200,1
1970-01-01 00:00:01.351560600,1
1970-01-01 00:00:01.351647000,1
1970-01-01 00:00:01.351733400,1
1970-01-01 00:00:01.351819800,1
1970-01-01 00:00:01.352079000,1
1970-01-01 00:00:01.352165400,1
1970-01-01 00:00:01.352251800,1
1970-01-01 00:00:01.352338200,1
1970-01-01 00:00:01.352424600,1
1970-01-01 00:00:01.352683800,1
1970-01-01 00:00:01.352770200,1
1970-01-01 00:00:01.352856600,1
1970-01-01 00:00:01.352943000,1
1970-01-01 00:00:01.353029400,1
1970-01-01 00:00:01.353288600,1
1970-01-01 00:00:01.353375000,1
1970-01-01 00:00:01.353461400,1
1970-01-01 00:00:01.353547800,1
1970-01-01 00:00:01.353634200,1
1970-01-01 00:00:01.353893400,1
1970-01-01 00:00:01.353979800,1
1970-01-01 00:00:01.354066200,1
1970-01-01 00:00:01.354152600,1
1970-01-01 00:00:01.354239000,1
1970-01-01 00:00:01.354498200,1
1970-01-01 00:00:01.354584600,1
1970-01-01 00:00:01.354671000,1
1970-01-01 00:00:01.354757400,1
1970-01-01 00:00:01.354843800,1
1970-01-01 00:00:01.355103000,1
1970-01-01 00:00:01.355189400,1
1970-01-01 00:00:01.355275800,1
1970-01-01 00:00:01.355362200,1
1970-01-01 00:00:01.355448600,1
1970-01-01 00:00:01.355707800,1
1970-01-01 00:00:01.355794200,1
1970-01-01 00:00:01.355880600,1
1970-01-01 00:00:01.355967000,1
1970-01-01 00:00:01.356053400,1
1970-01-01 00:00:01.356312600,1
1970-01-01 00:00:01.356399000,1
1970-01-01 00:00:01.356485400,1
1970-01-01 00:00:01.356571800,1
1970-01-01 00:00:01.356658200,1
1970-01-01 00:00:01.356917400,1
1970-01-01 00:00:01.357263000,1
1970-01-01 00:00:01.357522200,1
1970-01-01 00:00:01.357608600,1
1970-01-01 00:00:01.357695000,1
1970-01-01 00:00:01.357781400,1
1970-01-01 00:00:01.357867800,1
1970-01-01 00:00:01.358127000,1
1970-01-01 00:00:01.358213400,1
1970-01-01 00:00:01.358299800,1
1970-01-01 00:00:01.358386200,1
1970-01-01 00:00:01.358472600,1
1970-01-01 00:00:01.358731800,1
1970-01-01 00:00:01.358818200,1
1970-01-01 00:00:01.358904600,1
1970-01-01 00:00:01.358991000,1
1970-01-01 00:00:01.359077400,1
1970-01-01 00:00:01.359336600,1
1970-01-01 00:00:01.359423000,1
1970-01-01 00:00:01.359509400,1
1970-01-01 00:00:01.359595800,1
1970-01-01 00:00:01.359682200,1
1970-01-01 00:00:01.359941400,1
1970-01-01 00:00:01.360027800,1
1970-01-01 00:00:01.360114200,1
1970-01-01 00:00:01.360200600,1
1970-01-01 00:00:01.360287000,1
1970-01-01 00:00:01.361151000,1
1970-01-01 00:00:01.361237400,1
1970-01-01 00:00:01.361323800,1
1970-01-01 00:00:01.361410200,1
1970-01-01 00:00:01.361496600,1
1970-01-01 00:00:01.361755800,1
1970-01-01 00:00:01.361842200,1
1970-01-01 00:00:01.361928600,1
1970-01-01 00:00:01.362015000,1
1970-01-01 00:00:01.362101400,1
1970-01-01 00:00:01.362360600,1
1970-01-01 00:00:01.362447000,1
1970-01-01 00:00:01.362533400,1
1970-01-01 00:00:01.362619800,1
1970-01-01 00:00:01.362706200,1
1970-01-01 00:00:01.362965400,1
1970-01-01 00:00:01.363051800,1
1970-01-01 00:00:01.363138200,1
1970-01-01 00:00:01.363224600,1
1970-01-01 00:00:01.363311000,1
1970-01-01 00:00:01.363570200,1
1970-01-01 00:00:01.363656600,1
1970-01-01 00:00:01.363743000,1
1970-01-01 00:00:01.363829400,1
1970-01-01 00:00:01.363915800,1
1970-01-01 00:00:01.364175000,1
1970-01-01 00:00:01.364261400,1
1970-01-01 00:00:01.364347800,1
1970-01-01 00:00:01.364434200,1
1970-01-01 00:00:01.364520600,1
1970-01-01 00:00:01.364779800,1
1970-01-01 00:00:01.364866200,1
1970-01-01 00:00:01.364952600,1
1970-01-01 00:00:01.365384600,1
1970-01-01 00:00:01.365471000,1
1970-01-01 00:00:01.365557400,1
1970-01-01 00:00:01.365643800,1
1970-01-01 00:00:01.365730200,1
1970-01-01 00:00:01.365989400,1
1970-01-01 00:00:01.366075800,1
1970-01-01 00:00:01.366162200,1
1970-01-01 00:00:01.366248600,1
1970-01-01 00:00:01.366335000,1
1970-01-01 00:00:01.366594200,1
1970-01-01 00:00:01.366680600,1
1970-01-01 00:00:01.366767000,1
1970-01-01 00:00:01.366853400,1
1970-01-01 00:00:01.366939800,1
1970-01-01 00:00:01.367458200,1
1970-01-01 00:00:01.367544600,1
1970-01-01 00:00:01.367803800,1
1970-01-01 00:00:01.367890200,1
1970-01-01 00:00:01.367976600,1
1970-01-01 00:00:01.368063000,1
1970-01-01 00:00:01.368149400,1
1970-01-01 00:00:01.368408600,1
1970-01-01 00:00:01.368495000,1
1970-01-01 00:00:01.368581400,1
1970-01-01 00:00:01.368667800,1
1970-01-01 00:00:01.368754200,1
1970-01-01 00:00:01.369013400,1
1970-01-01 00:00:01.369099800,1
1970-01-01 00:00:01.369186200,1
1970-01-01 00:00:01.369272600,1
1970-01-01 00:00:01.369359000,1
1970-01-01 00:00:01.369618200,1
1970-01-01 00:00:01.369704600,1
1970-01-01 00:00:01.369791000,1
1970-01-01 00:00:01.369877400,1
1970-01-01 00:00:01.369963800,1
1970-01-01 00:00:01.370223000,1
1970-01-01 00:00:01.370309400,1
1970-01-01 00:00:01.370395800,1
1970-01-01 00:00:01.370482200,1
1970-01-01 00:00:01.370568600,1
1970-01-01 00:00:01.371087000,1
1970-01-01 00:00:01.371173400,1
1970-01-01 00:00:01.371432600,1
1970-01-01 00:00:01.371519000,1
1970-01-01 00:00:01.371605400,1
1970-01-01 00:00:01.371691800,1
1970-01-01 00:00:01.371778200,1
1970-01-01 00:00:01.372037400,1
1970-01-01 00:00:01.372123800,1
1970-01-01 00:00:01.372210200,1
1970-01-01 00:00:01.372296600,1
1970-01-01 00:00:01.372383000,1
1970-01-01 00:00:01.372642200,1
1970-01-01 00:00:01.372728600,1
1970-01-01 00:00:01.372815000,1
1970-01-01 00:00:01.372901400,1
1970-01-01 00:00:01.372987800,1
1970-01-01 00:00:01.373247000,1
1970-01-01 00:00:01.373333400,1
1970-01-01 00:00:01.373419800,1
1970-01-01 00:00:01.373506200,1
1970-01-01 00:00:01.373592600,1
1970-01-01 00:00:01.373851800,1
1970-01-01 00:00:01.373938200,1
1970-01-01 00:00:01.374024600,1
1970-01-01 00:00:01.374111000,1
1970-01-01 00:00:01.374197400,1
1970-01-01 00:00:01.374456600,1
1970-01-01 00:00:01.374543000,1
1970-01-01 00:00:01.374629400,1
1970-01-01 00:00:01.374715800,1
1970-01-01 00:00:01.374802200,1
1970-01-01 00:00:01.375061400,1
1970-01-01 00:00:01.375147800,1
1970-01-01 00:00:01.375234200,1
1970-01-01 00:00:01.375320600,1
1970-01-01 00:00:01.375407000,1
1970-01-01 00:00:01.375666200,1
1970-01-01 00:00:01.375752600,1
1970-01-01 00:00:01.375839000,1
1970-01-01 00:00:01.375925400,1
1970-01-01 00:00:01.376011800,1
1970-01-01 00:00:01.376271000,1
1970-01-01 00:00:01.376357400,1
1970-01-01 00:00:01.376443800,1
1970-01-01 00:00:01.376530200,1
1970-01-01 00:00:01.376616600,1
1970-01-01 00:00:01.376875800,1
1970-01-01 00:00:01.376962200,1
1970-01-01 00:00:01.377048600,1
1970-01-01 00:00:01.377135000,1
1970-01-01 00:00:01.377221400,1
1970-01-01 00:00:01.377480600,1
1970-01-01 00:00:01.377567000,1
1970-01-01 00:00:01.377653400,1
1970-01-01 00:00:01.377739800,1
1970-01-01 00:00:01.377826200,1
1970-01-01 00:00:01.378085400,1
1970-01-01 00:00:01.378171800,1
1970-01-01 00:00:01.378258200,1
1970-01-01 00:00:01.378344600,1
1970-01-01 00:00:01.378431000,1
1970-01-01 00:00:01.378690200,1
1970-01-01 00:00:01.378776600,1
1970-01-01 00:00:01.378863000,1
1970-01-01 00:00:01.378949400,1
1970-01-01 00:00:01.379035800,1
1970-01-01 00:00:01.379295000,1
1970-01-01 00:00:01.379381400,1
1970-01-01 00:00:01.379467800,1
1970-01-01 00:00:01.379899800,1
1970-01-01 00:00:01.379986200,1
1970-01-01 00:00:01.380072600,1
1970-01-01 00:00:01.380159000,1
1970-01-01 00:00:01.380245400,1
1970-01-01 00:00:01.380504600,1
1970-01-01 00:00:01.381195800,1
1970-01-01 00:00:01.381282200,1
1970-01-01 00:00:01.381368600,1
1970-01-01 00:00:01.381455000,1
1970-01-01 00:00:01.381714200,1
1970-01-01 00:00:01.381800600,1
1970-01-01 00:00:01.381887000,1
1970-01-01 00:00:01.381973400,1
1970-01-01 00:00:01.382059800,1
1970-01-01 00:00:01.382319000,1
1970-01-01 00:00:01.382405400,1
1970-01-01 00:00:01.382491800,1
1970-01-01 00:00:01.382578200,1
1970-01-01 00:00:01.382664600,1
1970-01-01 00:00:01.382923800,1
1970-01-01 00:00:01.383010200,1
1970-01-01 00:00:01.383096600,1
1970-01-01 00:00:01.383183000,1
1970-01-01 00:00:01.383269400,1
1970-01-01 00:00:01.383528600,1
1970-01-01 00:00:01.383615000,1
1970-01-01 00:00:01.383701400,1
1970-01-01 00:00:01.383787800,1
1970-01-01 00:00:01.383874200,1
1970-01-01 00:00:01.384133400,1
1970-01-01 00:00:01.384219800,1
1970-01-01 00:00:01.384306200,1
1970-01-01 00:00:01.384392600,1
1970-01-01 00:00:01.384479000,1
1970-01-01 00:00:01.384738200,1
1970-01-01 00:00:01.384824600,1
1970-01-01 00:00:01.384911000,1
1970-01-01 00:00:01.384997400,1
1970-01-01 00:00:01.385083800,1
1970-01-01 00:00:01.385343000,1
1970-01-01 00:00:01.385429400,1
1970-01-01 00:00:01.385515800,1
1970-01-01 00:00:01.385602200,1
1970-01-01 00:00:01.385688600,1
1970-01-01 00:00:01.385947800,1
1970-01-01 00:00:01.386034200,1
1970-01-01 00:00:01.386120600,1
1970-01-01 00:00:01.386207000,1
1970-01-01 00:00:01.386293400,1
1970-01-01 00:00:01.386552600,1
1970-01-01 00:00:01.386639000,1
1970-01-01 00:00:01.386725400,1
1970-01-01 00:00:01.386811800,1
1970-01-01 00:00:01.386898200,1
1970-01-01 00:00:01.387157400,1
1970-01-01 00:00:01.387243800,1
1970-01-01 00:00:01.387330200,1
1970-01-01 00:00:01.387416600,1
1970-01-01 00:00:01.387503000,1
1970-01-01 00:00:01.387762200,1
1970-01-01 00:00:01.387848600,1
1970-01-01 00:00:01.387935000,1
1970-01-01 00:00:01.388021400,1
1970-01-01 00:00:01.388107800,1
1970-01-01 00:00:01.388367000,1
1970-01-01 00:00:01.388453400,1
1970-01-01 00:00:01.388626200,1
1970-01-01 00:00:01.388712600,1
1970-01-01 00:00:01.388971800,1
1970-01-01 00:00:01.389058200,1
1970-01-01 00:00:01.389144600,1
1970-01-01 00:00:01.389231000,1
1970-01-01 00:00:01.389317400,1
1970-01-01 00:00:01.389576600,1
1970-01-01 00:00:01.389663000,1
1970-01-01 00:00:01.389749400,1
1970-01-01 00:00:01.389835800,1
1970-01-01 00:00:01.389922200,1
1970-01-01 00:00:01.390181400,1
1970-01-01 00:00:01.390267800,1
1970-01-01 00:00:01.390354200,1
1970-01-01 00:00:01.390440600,1
1970-01-01 00:00:01.390527000,1
1970-01-01 00:00:01.390786200,1
1970-01-01 00:00:01.390872600,1
1970-01-01 00:00:01.390959000,1
1970-01-01 00:00:01.391045400,1
1970-01-01 00:00:01.391736600,1
1970-01-01 00:00:01.391995800,1
1970-01-01 00:00:01.392082200,1
1970-01-01 00:00:01.392168600,1
1970-01-01 00:00:01.392255000,1
1970-01-01 00:00:01.392341400,1
1970-01-01 00:00:01.392600600,1
1970-01-01 00:00:01.392687000,1
1970-01-01 00:00:01.392773400,1
1970-01-01 00:00:01.392859800,1
1970-01-01 00:00:01.392946200,1
1970-01-01 00:00:01.393205400,1
1970-01-01 00:00:01.393291800,1
1970-01-01 00:00:01.393378200,1
1970-01-01 00:00:01.393464600,1
1970-01-01 00:00:01.393551000,1
1970-01-01 00:00:01.393810200,1
1970-01-01 00:00:01.393896600,1
1970-01-01 00:00:01.393983000,1
1970-01-01 00:00:01.394069400,1
1970-01-01 00:00:01.394155800,1
1970-01-01 00:00:01.394415000,1
1970-01-01 00:00:01.394501400,1
1970-01-01 00:00:01.394587800,1
1970-01-01 00:00:01.394674200,1
1970-01-01 00:00:01.394760600,1
1970-01-01 00:00:01.395019800,1
1970-01-01 00:00:01.395106200,1
1970-01-01 00:00:01.395192600,1
1970-01-01 00:00:01.395279000,1
1970-01-01 00:00:01.395365400,1
1970-01-01 00:00:01.395624600,1
1970-01-01 00:00:01.395711000,1
1970-01-01 00:00:01.395797400,1
1970-01-01 00:00:01.395883800,1
1970-01-01 00:00:01.395970200,1
1970-01-01 00:00:01.396229400,1
1970-01-01 00:00:01.396315800,1
1970-01-01 00:00:01.396402200,1
1970-01-01 00:00:01.396488600,1
1970-01-01 00:00:01.396575000,1
1970-01-01 00:00:01.396920600,1
1970-01-01 00:00:01.397007000,1
1970-01-01 00:00:01.397093400,1
1970-01-01 00:00:01.397179800,1
1970-01-01 00:00:01.397439000,1
1970-01-01 00:00:01.397525400,1
1970-01-01 00:00:01.397611800,1
1970-01-01 00:00:01.397698200,1
1970-01-01 00:00:01.397784600,1
1970-01-01 00:00:01.398043800,1
1970-01-01 00:00:01.398130200,1
1970-01-01 00:00:01.398216600,1
1970-01-01 00:00:01.398303000,1
1970-01-01 00:00:01.398389400,1
1970-01-01 00:00:01.398648600,1
1970-01-01 00:00:01.398735000,1
1970-01-01 00:00:01.398821400,1
1970-01-01 00:00:01.399253400,1
1970-01-01 00:00:01.399339800,1
1970-01-01 00:00:01.399426200,1
1970-01-01 00:00:01.399512600,1
1970-01-01 00:00:01.399599000,1
1970-01-01 00:00:01.399858200,1
1970-01-01 00:00:01.399944600,1
1970-01-01 00:00:01.400031000,1
1970-01-01 00:00:01.400117400,1
1970-01-01 00:00:01.400203800,1
1970-01-01 00:00:01.400463000,1
1970-01-01 00:00:01.400549400,1
1970-01-01 00:00:01.400635800,1
1970-01-01 00:00:01.400722200,1
1970-01-01 00:00:01.400808600,1
1970-01-01 00:00:01.401067800,1
1970-01-01 00:00:01.401154200,1
1970-01-01 00:00:01.401240600,1
1970-01-01 00:00:01.401327000,1
1970-01-01 00:00:01.401413400,1
1970-01-01 00:00:01.401759000,1
1970-01-01 00:00:01.401845400,1
1970-01-01 00:00:01.401931800,1
1970-01-01 00:00:01.402018200,1
1970-01-01 00:00:01.402277400,1
1970-01-01 00:00:01.402363800,1
1970-01-01 00:00:01.402450200,1
1970-01-01 00:00:01.402536600,1
1970-01-01 00:00:01.402623000,1
1970-01-01 00:00:01.402882200,1
1970-01-01 00:00:01.402968600,1
1970-01-01 00:00:01.403055000,1
1970-01-01 00:00:01.403141400,1
1970-01-01 00:00:01.403227800,1
1970-01-01 00:00:01.403487000,1
1970-01-01 00:00:01.403573400,1
1970-01-01 00:00:01.403659800,1
1970-01-01 00:00:01.403746200,1
1970-01-01 00:00:01.403832600,1
1970-01-01 00:00:01.404091800,1
1970-01-01 00:00:01.404178200,1
1970-01-01 00:00:01.404264600,1
1970-01-01 00:00:01.404351000,1
1970-01-01 00:00:01.404437400,1
1970-01-01 00:00:01.404696600,1
1970-01-01 00:00:01.404783000,1
1970-01-01 00:00:01.404869400,1
1970-01-01 00:00:01.404955800,1
1970-01-01 00:00:01.405042200,1
1970-01-01 00:00:01.405301400,1
1970-01-01 00:00:01.405387800,1
1970-01-01 00:00:01.405474200,1
1970-01-01 00:00:01.405560600,1
1970-01-01 00:00:01.405647000,1
1970-01-01 00:00:01.405906200,1
1970-01-01 00:00:01.405992600,1
1970-01-01 00:00:01.406079000,1
1970-01-01 00:00:01.406165400,1
1970-01-01 00:00:01.406251800,1
1970-01-01 00:00:01.406511000,1
1970-01-01 00:00:01.406597400,1
1970-01-01 00:00:01.406683800,1
1970-01-01 00:00:01.406770200,1
1970-01-01 00:00:01.406856600,1
1970-01-01 00:00:01.407115800,1
1970-01-01 00:00:01.407202200,1
1970-01-01 00:00:01.407288600,1
1970-01-01 00:00:01.407375000,1
1970-01-01 00:00:01.407461400,1
1970-01-01 00:00:01.407720600,1
1970-01-01 00:00:01.407807000,1
1970-01-01 00:00:01.407893400,1
1970-01-01 00:00:01.407979800,1
1970-01-01 00:00:01.408066200,1
1970-01-01 00:00:01.408325400,1
1970-01-01 00:00:01.408411800,1
1970-01-01 00:00:01.408498200,1
1970-01-01 00:00:01.408584600,1
1970-01-01 00:00:01.408671000,1
1970-01-01 00:00:01.408930200,1
1970-01-01 00:00:01.409016600,1
1970-01-01 00:00:01.409103000,1
1970-01-01 00:00:01.409189400,1
1970-01-01 00:00:01.409275800,1
1970-01-01 00:00:01.409535000,1
1970-01-01 00:00:01.409621400,1
1970-01-01 00:00:01.409707800,1
1970-01-01 00:00:01.409794200,1
1970-01-01 00:00:01.409880600,1
1970-01-01 00:00:01.410226200,1
1970-01-01 00:00:01.410312600,1
1970-01-01 00:00:01.410399000,1
1970-01-01 00:00:01.410485400,1
1970-01-01 00:00:01.410744600,1
1970-01-01 00:00:01.410831000,1
1970-01-01 00:00:01.410917400,1
1970-01-01 00:00:01.411003800,1
1970-01-01 00:00:01.411090200,1
1970-01-01 00:00:01.411349400,1
1970-01-01 00:00:01.411435800,1
1970-01-01 00:00:01.411522200,1
1970-01-01 00:00:01.411608600,1
1970-01-01 00:00:01.411695000,1
1970-01-01 00:00:01.411954200,1
1970-01-01 00:00:01.412040600,1
1970-01-01 00:00:01.412731800,1
1970-01-01 00:00:01.412818200,1
1970-01-01 00:00:01.412904600,1
1970-01-01 00:00:01.413163800,1
1970-01-01 00:00:01.413250200,1
1970-01-01 00:00:01.413336600,1
1970-01-01 00:00:01.413423000,1
1970-01-01 00:00:01.413509400,1
1970-01-01 00:00:01.413768600,1
1970-01-01 00:00:01.413855000,1
1970-01-01 00:00:01.413941400,1
1970-01-01 00:00:01.414027800,1
1970-01-01 00:00:01.414114200,1
1970-01-01 00:00:01.414373400,1
1970-01-01 00:00:01.414459800,1
1970-01-01 00:00:01.414546200,1
1970-01-01 00:00:01.414632600,1
1970-01-01 00:00:01.414719000,1
1970-01-01 00:00:01.414978200,1
1970-01-01 00:00:01.415064600,1
1970-01-01 00:00:01.415151000,1
1970-01-01 00:00:01.415237400,1
1970-01-01 00:00:01.415323800,1
1970-01-01 00:00:01.415583000,1
1970-01-01 00:00:01.415669400,1
1970-01-01 00:00:01.415755800,1
1970-01-01 00:00:01.415842200,1
1970-01-01 00:00:01.415928600,1
1970-01-01 00:00:01.416187800,1
1970-01-01 00:00:01.416274200,1
1970-01-01 00:00:01.416360600,1
1970-01-01 00:00:01.416447000,1
1970-01-01 00:00:01.416533400,1
1970-01-01 00:00:01.416792600,1
1970-01-01 00:00:01.416879000,1
1970-01-01 00:00:01.416965400,1
1970-01-01 00:00:01.417051800,1
1970-01-01 00:00:01.417138200,1
1970-01-01 00:00:01.417397400,1
1970-01-01 00:00:01.417483800,1
1970-01-01 00:00:01.417570200,1
1970-01-01 00:00:01.417656600,1
1970-01-01 00:00:01.417743000,1
1970-01-01 00:00:01.418002200,1
1970-01-01 00:00:01.418088600,1
1970-01-01 00:00:01.418175000,1
1970-01-01 00:00:01.418261400,1
1970-01-01 00:00:01.418347800,1
1970-01-01 00:00:01.418607000,1
1970-01-01 00:00:01.418693400,1
1970-01-01 00:00:01.418779800,1
1970-01-01 00:00:01.418866200,1
1970-01-01 00:00:01.418952600,1
1970-01-01 00:00:01.419211800,1
1970-01-01 00:00:01.419298200,1
1970-01-01 00:00:01.419384600,1
1970-01-01 00:00:01.419471000,1
1970-01-01 00:00:01.419557400,1
1970-01-01 00:00:01.419816600,1
1970-01-01 00:00:01.419903000,1
1970-01-01 00:00:01.419989400,1
1970-01-01 00:00:01.420421400,1
1970-01-01 00:00:01.420507800,1
1970-01-01 00:00:01.420594200,1
1970-01-01 00:00:01.420680600,1
1970-01-01 00:00:01.420767000,1
1970-01-01 00:00:01.421026200,1
1970-01-01 00:00:01.421112600,1
1970-01-01 00:00:01.421199000,1
1970-01-01 00:00:01.421285400,1
1970-01-01 00:00:01.421371800,1
1970-01-01 00:00:01.421631000,0
1970-01-01 00:00:01.421717400,0
1970-01-01 00:00:01.421803800,0
1970-01-01 00:00:01.421890200,0
1970-01-01 00:00:01.421976600,0
1970-01-01 00:00:01.422235800,0
1970-01-01 00:00:01.422322200,0
1970-01-01 00:00:01.422408600,0
1970-01-01 00:00:01.422495000,0
1970-01-01 00:00:01.422581400,0
1970-01-01 00:00:01.422840600,0
